representative,fold,component_id,forms,disagreement_g1_same,disagreement_g2_same,disagreement_pairs,aligned_switches,reverse_switches,delta,switch_coverage,correct_switch_share,directional_identity
medoid,4,7345,16,55,0,55,0,0,0.0,0.0,nan,0.0
medoid,4,7370,22,121,0,121,0,0,0.0,0.0,nan,0.0
medoid,4,7422,54,1048,0,1048,53,0,0.05057251908396947,0.05057251908396947,1.0,0.05057251908396947
medoid,4,7434,27,96,0,96,0,0,0.0,0.0,nan,0.0
medoid,4,7442,5,4,0,4,0,0,0.0,0.0,nan,0.0
medoid,4,7446,51,945,0,945,0,0,0.0,0.0,nan,0.0
medoid,4,7460,7,6,0,6,0,0,0.0,0.0,nan,0.0
medoid,4,7471,14,60,0,60,0,0,0.0,0.0,nan,0.0
medoid,4,7476,4,4,0,4,0,0,0.0,0.0,nan,0.0
medoid,4,7505,24,125,0,125,2,0,0.016,0.016,1.0,0.016
medoid,4,7520,7,16,0,16,0,0,0.0,0.0,nan,0.0
medoid,4,7544,20,75,0,75,0,0,0.0,0.0,nan,0.0
medoid,4,7554,25,66,0,66,0,0,0.0,0.0,nan,0.0
medoid,4,7567,8,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,4,7607,20,64,0,64,0,0,0.0,0.0,nan,0.0
medoid,4,7632,22,157,0,157,22,0,0.14012738853503184,0.14012738853503184,1.0,0.14012738853503184
medoid,4,7647,9,18,0,18,0,0,0.0,0.0,nan,0.0
medoid,4,7663,22,159,0,159,0,0,0.0,0.0,nan,0.0
medoid,4,7664,19,106,0,106,0,0,0.0,0.0,nan,0.0
medoid,4,7692,22,85,0,85,0,0,0.0,0.0,nan,0.0
medoid,4,7732,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,4,7737,19,100,0,100,8,0,0.08,0.08,1.0,0.08
medoid,4,7799,30,167,0,167,0,0,0.0,0.0,nan,0.0
medoid,4,7812,10,9,0,9,0,0,0.0,0.0,nan,0.0
medoid,4,7817,20,97,0,97,0,0,0.0,0.0,nan,0.0
medoid,4,7820,18,17,0,17,0,0,0.0,0.0,nan,0.0
medoid,4,7838,23,102,0,102,0,0,0.0,0.0,nan,0.0
medoid,4,7860,8,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,4,7864,54,909,0,909,0,0,0.0,0.0,nan,0.0
medoid,4,7877,19,101,0,101,1,0,0.009900990099009901,0.009900990099009901,1.0,0.009900990099009901
medoid,4,7892,75,2436,0,2436,0,0,0.0,0.0,nan,0.0
medoid,4,7966,121,6566,0,6566,13,0,0.0019798964361864148,0.0019798964361864148,1.0,0.0019798964361864148
medoid,4,7995,6,9,0,9,0,6,-0.6666666666666666,0.6666666666666666,0.0,-0.6666666666666666
medoid,4,7996,12,41,0,41,0,0,0.0,0.0,nan,0.0
medoid,4,8003,24,180,0,180,0,0,0.0,0.0,nan,0.0
medoid,4,8113,20,19,0,19,19,0,1.0,1.0,1.0,1.0
medoid,4,8115,13,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,4,8124,7,6,0,6,0,0,0.0,0.0,nan,0.0
medoid,4,8143,14,33,0,33,0,0,0.0,0.0,nan,0.0
medoid,4,8144,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,4,8256,12,20,0,20,0,0,0.0,0.0,nan,0.0
medoid,4,8260,25,217,0,217,0,0,0.0,0.0,nan,0.0
medoid,4,8326,71,2032,0,2032,0,0,0.0,0.0,nan,0.0
medoid,4,8345,82,2776,0,2776,0,0,0.0,0.0,nan,0.0
medoid,4,8348,11,10,0,10,0,0,0.0,0.0,nan,0.0
medoid,4,8372,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,4,8404,7,6,0,6,0,0,0.0,0.0,nan,0.0
medoid,4,8427,19,34,0,34,0,0,0.0,0.0,nan,0.0
medoid,4,8453,34,405,0,405,0,0,0.0,0.0,nan,0.0
medoid,4,8491,8,16,0,16,0,0,0.0,0.0,nan,0.0
medoid,4,8494,8,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,4,8531,11,30,0,30,0,0,0.0,0.0,nan,0.0
medoid,4,8540,21,68,0,68,68,0,1.0,1.0,1.0,1.0
medoid,4,8581,35,323,0,323,0,0,0.0,0.0,nan,0.0
medoid,4,8584,5,8,0,8,0,0,0.0,0.0,nan,0.0
medoid,4,8612,16,61,0,61,3,0,0.04918032786885246,0.04918032786885246,1.0,0.04918032786885246
medoid,4,8621,12,36,0,36,0,0,0.0,0.0,nan,0.0
medoid,4,8629,24,23,0,23,0,0,0.0,0.0,nan,0.0
medoid,4,8669,3,2,0,2,0,0,0.0,0.0,nan,0.0
medoid,4,8672,54,1136,0,1136,2,0,0.0017605633802816902,0.0017605633802816902,1.0,0.0017605633802816902
medoid,4,8686,10,29,0,29,13,0,0.4482758620689655,0.4482758620689655,1.0,0.4482758620689655
medoid,4,8710,7,10,0,10,2,0,0.2,0.2,1.0,0.2
medoid,4,8725,8,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,4,8733,4,4,0,4,0,0,0.0,0.0,nan,0.0
medoid,4,8776,45,814,0,814,0,1,-0.0012285012285012285,0.0012285012285012285,0.0,-0.0012285012285012285
medoid,4,8818,27,206,0,206,0,0,0.0,0.0,nan,0.0
medoid,4,8827,30,273,0,273,0,0,0.0,0.0,nan,0.0
medoid,4,8924,34,271,0,271,0,0,0.0,0.0,nan,0.0
medoid,4,8940,28,225,0,225,0,0,0.0,0.0,nan,0.0
medoid,4,8961,8,15,0,15,0,0,0.0,0.0,nan,0.0
medoid,4,8988,18,17,0,17,0,0,0.0,0.0,nan,0.0
medoid,4,8993,9,20,0,20,0,0,0.0,0.0,nan,0.0
medoid,4,9078,20,51,0,51,51,0,1.0,1.0,1.0,1.0
medoid,4,9127,21,137,0,137,0,0,0.0,0.0,nan,0.0
medoid,4,9141,4,4,0,4,0,0,0.0,0.0,nan,0.0
medoid,4,9146,8,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,4,9167,19,34,0,34,6,0,0.17647058823529413,0.17647058823529413,1.0,0.17647058823529413
medoid,4,9193,34,383,0,383,0,0,0.0,0.0,nan,0.0
medoid,4,9202,58,1400,0,1400,25,0,0.017857142857142856,0.017857142857142856,1.0,0.017857142857142856
medoid,4,9242,28,205,0,205,0,0,0.0,0.0,nan,0.0
medoid,4,9246,17,74,0,74,0,0,0.0,0.0,nan,0.0
medoid,4,9274,5,6,0,6,0,0,0.0,0.0,nan,0.0
medoid,4,9280,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,4,9284,2,1,0,1,0,0,0.0,0.0,nan,0.0
medoid,4,9296,14,24,0,24,0,0,0.0,0.0,nan,0.0
medoid,4,9311,7,6,0,6,0,0,0.0,0.0,nan,0.0
medoid,4,9325,22,94,0,94,1,0,0.010638297872340425,0.010638297872340425,1.0,0.010638297872340425
medoid,4,9330,21,72,0,72,0,0,0.0,0.0,nan,0.0
medoid,4,9366,78,2573,0,2573,2,0,0.000777302759424796,0.000777302759424796,1.0,0.000777302759424796
medoid,4,9392,18,77,0,77,0,0,0.0,0.0,nan,0.0
medoid,4,9397,17,66,0,66,0,0,0.0,0.0,nan,0.0
medoid,4,9415,19,35,0,35,0,0,0.0,0.0,nan,0.0
medoid,4,9416,15,26,0,26,22,0,0.8461538461538461,0.8461538461538461,1.0,0.8461538461538461
medoid,4,9465,12,11,0,11,0,0,0.0,0.0,nan,0.0
medoid,4,9483,54,1087,0,1087,5,0,0.004599816007359705,0.004599816007359705,1.0,0.004599816007359705
medoid,4,9492,36,464,0,464,0,0,0.0,0.0,nan,0.0
medoid,4,9535,39,560,0,560,0,0,0.0,0.0,nan,0.0
medoid,4,9567,7,6,0,6,0,0,0.0,0.0,nan,0.0
medoid,4,9587,12,36,0,36,0,0,0.0,0.0,nan,0.0
medoid,4,9603,6,5,0,5,0,0,0.0,0.0,nan,0.0
medoid,4,9609,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,4,9653,8,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,4,9663,38,467,0,467,0,0,0.0,0.0,nan,0.0
medoid,4,9681,21,110,0,110,0,0,0.0,0.0,nan,0.0
medoid,4,9703,16,39,0,39,0,0,0.0,0.0,nan,0.0
medoid,4,9755,41,601,0,601,0,0,0.0,0.0,nan,0.0
medoid,4,9785,65,1690,0,1690,0,0,0.0,0.0,nan,0.0
medoid,4,9787,21,138,0,138,0,0,0.0,0.0,nan,0.0
medoid,4,9822,12,20,0,20,16,0,0.8,0.8,1.0,0.8
medoid,4,9834,6,8,0,8,4,0,0.5,0.5,1.0,0.5
medoid,4,9883,38,511,0,511,0,0,0.0,0.0,nan,0.0
medoid,4,9885,18,17,0,17,0,0,0.0,0.0,nan,0.0
medoid,4,9892,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,4,9962,28,187,0,187,0,0,0.0,0.0,nan,0.0
medoid,4,10044,19,100,0,100,100,0,1.0,1.0,1.0,1.0
medoid,4,10067,8,13,0,13,6,0,0.46153846153846156,0.46153846153846156,1.0,0.46153846153846156
medoid,4,10095,22,91,0,91,0,0,0.0,0.0,nan,0.0
medoid,4,10107,12,36,0,36,0,0,0.0,0.0,nan,0.0
medoid,4,10127,9,18,0,18,0,0,0.0,0.0,nan,0.0
medoid,4,10130,19,34,0,34,0,0,0.0,0.0,nan,0.0
medoid,4,10135,15,48,0,48,0,0,0.0,0.0,nan,0.0
medoid,4,10216,8,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,4,10256,39,467,0,467,125,0,0.2676659528907923,0.2676659528907923,1.0,0.2676659528907923
medoid,4,10260,11,18,0,18,0,0,0.0,0.0,nan,0.0
medoid,4,10320,58,1224,0,1224,9,0,0.007352941176470588,0.007352941176470588,1.0,0.007352941176470588
medoid,4,10332,37,506,0,506,3,0,0.005928853754940711,0.005928853754940711,1.0,0.005928853754940711
medoid,4,10376,30,299,0,299,0,0,0.0,0.0,nan,0.0
medoid,4,10386,67,1747,0,1747,6,0,0.0034344590726960505,0.0034344590726960505,1.0,0.0034344590726960505
medoid,4,10429,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,4,10478,17,78,0,78,0,0,0.0,0.0,nan,0.0
medoid,4,10479,3,2,0,2,0,0,0.0,0.0,nan,0.0
medoid,4,10488,4,4,0,4,0,0,0.0,0.0,nan,0.0
medoid,4,10516,10,25,0,25,0,0,0.0,0.0,nan,0.0
medoid,4,10521,37,507,0,507,0,0,0.0,0.0,nan,0.0
medoid,4,10607,4,3,0,3,0,0,0.0,0.0,nan,0.0
medoid,4,10613,8,12,0,12,12,0,1.0,1.0,1.0,1.0
medoid,4,10675,19,78,0,78,0,0,0.0,0.0,nan,0.0
medoid,4,10736,2,1,0,1,0,0,0.0,0.0,nan,0.0
medoid,4,10743,88,3326,0,3326,0,0,0.0,0.0,nan,0.0
medoid,4,10748,37,391,0,391,0,0,0.0,0.0,nan,0.0
medoid,4,10749,37,366,0,366,2,0,0.00546448087431694,0.00546448087431694,1.0,0.00546448087431694
medoid,4,10751,23,130,0,130,0,0,0.0,0.0,nan,0.0
medoid,4,10789,36,423,0,423,22,0,0.05200945626477541,0.05200945626477541,1.0,0.05200945626477541
medoid,4,10815,7,6,0,6,0,0,0.0,0.0,nan,0.0
medoid,4,10817,10,24,0,24,0,0,0.0,0.0,nan,0.0
medoid,4,10892,152,10730,0,10730,2,0,0.0001863932898415657,0.0001863932898415657,1.0,0.0001863932898415657
medoid,4,10907,30,189,0,189,0,0,0.0,0.0,nan,0.0
medoid,4,10908,65,1692,0,1692,66,0,0.03900709219858156,0.03900709219858156,1.0,0.03900709219858156
medoid,4,10923,10,27,0,27,0,0,0.0,0.0,nan,0.0
medoid,4,10972,8,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,4,10983,18,17,0,17,0,0,0.0,0.0,nan,0.0
medoid,4,11000,27,92,0,92,0,0,0.0,0.0,nan,0.0
medoid,4,11056,12,36,0,36,0,0,0.0,0.0,nan,0.0
medoid,4,11086,244,28308,0,28308,150,0,0.0052988554472234,0.0052988554472234,1.0,0.0052988554472234
medoid,4,11117,14,24,0,24,0,0,0.0,0.0,nan,0.0
medoid,4,11137,23,132,0,132,0,0,0.0,0.0,nan,0.0
medoid,4,11142,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,4,11191,7,10,0,10,0,0,0.0,0.0,nan,0.0
medoid,4,11232,72,1982,0,1982,0,0,0.0,0.0,nan,0.0
medoid,4,11335,7,6,0,6,6,0,1.0,1.0,1.0,1.0
medoid,4,11504,20,119,0,119,0,0,0.0,0.0,nan,0.0
medoid,4,11532,11,30,0,30,0,0,0.0,0.0,nan,0.0
medoid,4,11540,4,4,0,4,0,0,0.0,0.0,nan,0.0
medoid,4,11564,32,299,0,299,3,0,0.010033444816053512,0.010033444816053512,1.0,0.010033444816053512
medoid,4,11572,18,71,0,71,0,0,0.0,0.0,nan,0.0
medoid,4,11596,66,1587,0,1587,0,0,0.0,0.0,nan,0.0
medoid,4,11610,96,4015,0,4015,0,0,0.0,0.0,nan,0.0
medoid,4,11616,12,36,0,36,0,0,0.0,0.0,nan,0.0
medoid,4,11622,373,66930,0,66930,20,13,0.00010458688181682355,0.0004930524428507396,0.6060606060606061,0.00010458688181682355
medoid,4,11636,31,197,0,197,0,0,0.0,0.0,nan,0.0
medoid,4,11666,28,274,0,274,5,0,0.01824817518248175,0.01824817518248175,1.0,0.01824817518248175
medoid,4,11721,6,5,0,5,0,0,0.0,0.0,nan,0.0
medoid,4,11730,20,51,0,51,0,0,0.0,0.0,nan,0.0
medoid,4,11744,21,72,0,72,0,0,0.0,0.0,nan,0.0
medoid,4,11751,9,14,0,14,0,0,0.0,0.0,nan,0.0
medoid,4,11769,19,34,0,34,0,0,0.0,0.0,nan,0.0
medoid,4,11774,25,46,0,46,1,0,0.021739130434782608,0.021739130434782608,1.0,0.021739130434782608
medoid,4,11796,24,23,0,23,0,0,0.0,0.0,nan,0.0
medoid,4,11824,8,12,0,12,1,0,0.08333333333333333,0.08333333333333333,1.0,0.08333333333333333
medoid,4,11897,5,6,0,6,0,0,0.0,0.0,nan,0.0
medoid,4,11906,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,4,11935,11,10,0,10,0,0,0.0,0.0,nan,0.0
medoid,4,11956,94,3952,0,3952,23,0,0.005819838056680162,0.005819838056680162,1.0,0.005819838056680162
medoid,4,11975,8,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,4,12037,17,66,0,66,0,0,0.0,0.0,nan,0.0
medoid,4,12058,30,309,0,309,0,0,0.0,0.0,nan,0.0
medoid,4,12067,40,391,0,391,0,0,0.0,0.0,nan,0.0
medoid,4,12077,15,48,0,48,0,0,0.0,0.0,nan,0.0
medoid,4,12093,29,308,0,308,0,0,0.0,0.0,nan,0.0
medoid,4,12107,33,423,0,423,0,0,0.0,0.0,nan,0.0
medoid,4,12140,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,4,12142,30,287,0,287,0,0,0.0,0.0,nan,0.0
medoid,4,12157,11,36,0,36,0,0,0.0,0.0,nan,0.0
medoid,4,12175,9,18,0,18,0,0,0.0,0.0,nan,0.0
medoid,4,12185,18,17,0,17,12,0,0.7058823529411765,0.7058823529411765,1.0,0.7058823529411765
medoid,4,12230,30,361,0,361,0,0,0.0,0.0,nan,0.0
medoid,4,12242,42,644,0,644,0,0,0.0,0.0,nan,0.0
medoid,4,12291,13,30,0,30,0,0,0.0,0.0,nan,0.0
medoid,4,12293,19,100,0,100,22,0,0.22,0.22,1.0,0.22
medoid,4,12294,47,904,0,904,27,0,0.029867256637168143,0.029867256637168143,1.0,0.029867256637168143
medoid,4,12341,13,48,0,48,0,0,0.0,0.0,nan,0.0
medoid,4,12352,125,7149,0,7149,0,0,0.0,0.0,nan,0.0
medoid,4,12363,29,251,0,251,12,0,0.04780876494023904,0.04780876494023904,1.0,0.04780876494023904
medoid,4,12390,7,6,0,6,0,0,0.0,0.0,nan,0.0
medoid,4,12391,20,36,0,36,2,0,0.05555555555555555,0.05555555555555555,1.0,0.05555555555555555
medoid,4,12424,45,797,0,797,0,0,0.0,0.0,nan,0.0
medoid,4,12467,4,4,0,4,0,0,0.0,0.0,nan,0.0
medoid,4,12468,8,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,4,12481,79,2679,0,2679,0,0,0.0,0.0,nan,0.0
medoid,4,12557,23,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,4,12576,37,485,0,485,0,0,0.0,0.0,nan,0.0
medoid,4,12579,24,144,0,144,0,0,0.0,0.0,nan,0.0
medoid,4,12609,21,68,0,68,0,0,0.0,0.0,nan,0.0
medoid,4,12615,14,13,0,13,0,0,0.0,0.0,nan,0.0
medoid,4,12621,27,170,0,170,0,0,0.0,0.0,nan,0.0
medoid,4,12663,15,75,0,75,0,0,0.0,0.0,nan,0.0
medoid,4,12665,12,20,0,20,0,0,0.0,0.0,nan,0.0
medoid,4,12741,41,534,0,534,0,0,0.0,0.0,nan,0.0
medoid,4,12754,3,2,0,2,0,0,0.0,0.0,nan,0.0
medoid,4,12757,66,1635,0,1635,0,0,0.0,0.0,nan,0.0
medoid,4,12769,15,56,0,56,0,0,0.0,0.0,nan,0.0
medoid,4,12795,26,69,0,69,0,0,0.0,0.0,nan,0.0
medoid,4,12802,6,8,0,8,0,0,0.0,0.0,nan,0.0
medoid,4,12804,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,4,12828,12,36,0,36,0,0,0.0,0.0,nan,0.0
medoid,4,12875,21,38,0,38,0,0,0.0,0.0,nan,0.0
medoid,4,12876,8,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,4,12931,4,5,0,5,0,0,0.0,0.0,nan,0.0
medoid,4,12968,37,394,0,394,0,0,0.0,0.0,nan,0.0
medoid,4,13036,12,11,0,11,0,0,0.0,0.0,nan,0.0
medoid,4,13037,63,1677,0,1677,18,0,0.01073345259391771,0.01073345259391771,1.0,0.01073345259391771
medoid,4,13038,48,782,0,782,1,0,0.0012787723785166241,0.0012787723785166241,1.0,0.0012787723785166241
medoid,4,13073,19,34,0,34,0,0,0.0,0.0,nan,0.0
medoid,4,13075,36,468,0,468,0,0,0.0,0.0,nan,0.0
medoid,4,13077,11,18,0,18,0,0,0.0,0.0,nan,0.0
medoid,4,13079,33,369,0,369,0,0,0.0,0.0,nan,0.0
medoid,4,13093,15,26,0,26,20,0,0.7692307692307693,0.7692307692307693,1.0,0.7692307692307693
medoid,4,13126,11,30,0,30,0,0,0.0,0.0,nan,0.0
medoid,4,13141,7,6,0,6,0,0,0.0,0.0,nan,0.0
medoid,4,13142,18,17,0,17,0,0,0.0,0.0,nan,0.0
medoid,4,13203,23,152,0,152,0,0,0.0,0.0,nan,0.0
medoid,4,13218,25,187,0,187,0,0,0.0,0.0,nan,0.0
medoid,4,13246,30,253,0,253,0,0,0.0,0.0,nan,0.0
medoid,4,13250,16,84,0,84,0,0,0.0,0.0,nan,0.0
medoid,4,13261,21,108,0,108,0,0,0.0,0.0,nan,0.0
medoid,4,13281,6,5,0,5,0,0,0.0,0.0,nan,0.0
medoid,4,13354,47,597,0,597,0,0,0.0,0.0,nan,0.0
medoid,4,13394,22,85,0,85,0,0,0.0,0.0,nan,0.0
medoid,4,13395,3,2,0,2,0,0,0.0,0.0,nan,0.0
medoid,4,13409,86,3213,0,3213,44,0,0.013694366635543105,0.013694366635543105,1.0,0.013694366635543105
medoid,4,13442,24,119,0,119,0,0,0.0,0.0,nan,0.0
medoid,4,13447,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,4,13462,76,2454,0,2454,0,0,0.0,0.0,nan,0.0
medoid,4,13483,21,141,0,141,3,0,0.02127659574468085,0.02127659574468085,1.0,0.02127659574468085
medoid,4,13516,21,54,0,54,36,0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666
medoid,4,13523,23,132,0,132,0,0,0.0,0.0,nan,0.0
medoid,4,13546,2,1,0,1,0,0,0.0,0.0,nan,0.0
medoid,4,13552,43,655,0,655,22,0,0.03358778625954199,0.03358778625954199,1.0,0.03358778625954199
medoid,4,13556,18,93,0,93,2,0,0.021505376344086023,0.021505376344086023,1.0,0.021505376344086023
medoid,4,13586,8,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,4,13627,31,218,0,218,0,0,0.0,0.0,nan,0.0
medoid,4,13676,18,87,0,87,0,0,0.0,0.0,nan,0.0
medoid,4,13685,5,6,0,6,0,0,0.0,0.0,nan,0.0
medoid,4,13702,213,21005,0,21005,0,0,0.0,0.0,nan,0.0
medoid,4,13759,69,1908,0,1908,6,0,0.0031446540880503146,0.0031446540880503146,1.0,0.0031446540880503146
medoid,4,13777,15,48,0,48,0,0,0.0,0.0,nan,0.0
medoid,4,13782,9,20,0,20,0,0,0.0,0.0,nan,0.0
medoid,4,13802,30,244,0,244,0,0,0.0,0.0,nan,0.0
medoid,4,13804,43,717,0,717,0,0,0.0,0.0,nan,0.0
medoid,4,13870,19,34,0,34,0,0,0.0,0.0,nan,0.0
medoid,4,13888,24,209,0,209,0,0,0.0,0.0,nan,0.0
medoid,4,13921,4,4,0,4,2,0,0.5,0.5,1.0,0.5
medoid,4,13935,45,665,0,665,0,0,0.0,0.0,nan,0.0
medoid,4,13937,17,84,0,84,0,0,0.0,0.0,nan,0.0
medoid,4,13944,17,82,0,82,0,0,0.0,0.0,nan,0.0
medoid,4,13969,42,537,0,537,0,0,0.0,0.0,nan,0.0
medoid,4,13984,6,9,0,9,0,0,0.0,0.0,nan,0.0
medoid,4,14010,48,622,0,622,0,0,0.0,0.0,nan,0.0
medoid,4,14047,41,617,0,617,0,1,-0.0016207455429497568,0.0016207455429497568,0.0,-0.0016207455429497568
medoid,4,14074,6,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,4,14110,14,44,0,44,12,0,0.2727272727272727,0.2727272727272727,1.0,0.2727272727272727
medoid,4,14117,7,6,0,6,0,0,0.0,0.0,nan,0.0
medoid,4,14127,39,609,0,609,0,0,0.0,0.0,nan,0.0
medoid,4,14141,30,243,0,243,0,0,0.0,0.0,nan,0.0
medoid,4,14268,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,4,14324,18,17,0,17,17,0,1.0,1.0,1.0,1.0
medoid,4,14332,177,14345,0,14345,0,0,0.0,0.0,nan,0.0
medoid,4,14335,16,55,0,55,0,0,0.0,0.0,nan,0.0
medoid,4,14406,51,935,0,935,0,0,0.0,0.0,nan,0.0
medoid,4,14442,54,1162,0,1162,40,0,0.03442340791738382,0.03442340791738382,1.0,0.03442340791738382
medoid,4,14452,8,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,4,14472,10,24,0,24,0,0,0.0,0.0,nan,0.0
medoid,4,14474,15,39,0,39,0,0,0.0,0.0,nan,0.0
medoid,4,14511,15,36,0,36,0,0,0.0,0.0,nan,0.0
medoid,4,14548,12,20,0,20,2,0,0.1,0.1,1.0,0.1
medoid,4,14574,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,4,14590,117,6191,0,6191,11,0,0.0017767727346147634,0.0017767727346147634,1.0,0.0017767727346147634
medoid,4,14627,15,50,0,50,0,0,0.0,0.0,nan,0.0
medoid,4,14629,4,4,0,4,0,0,0.0,0.0,nan,0.0
medoid,4,14639,28,251,0,251,0,0,0.0,0.0,nan,0.0
medoid,4,14644,32,357,0,357,10,0,0.028011204481792718,0.028011204481792718,1.0,0.028011204481792718
medoid,4,14655,24,23,0,23,0,0,0.0,0.0,nan,0.0
medoid,4,14697,9,18,0,18,0,0,0.0,0.0,nan,0.0
medoid,4,14698,68,1935,0,1935,0,1,-0.0005167958656330749,0.0005167958656330749,0.0,-0.0005167958656330749
medoid,4,14703,124,6979,0,6979,0,0,0.0,0.0,nan,0.0
medoid,4,14729,42,41,0,41,0,0,0.0,0.0,nan,0.0
medoid,4,14749,44,629,0,629,323,0,0.5135135135135135,0.5135135135135135,1.0,0.5135135135135135
medoid,4,14764,25,46,0,46,0,0,0.0,0.0,nan,0.0
medoid,4,14772,20,51,0,51,0,0,0.0,0.0,nan,0.0
medoid,4,14790,7,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,4,14802,11,18,0,18,0,0,0.0,0.0,nan,0.0
medoid,4,14843,36,472,0,472,0,0,0.0,0.0,nan,0.0
medoid,4,14848,34,355,0,355,0,0,0.0,0.0,nan,0.0
medoid,4,14865,31,271,0,271,0,0,0.0,0.0,nan,0.0
medoid,4,14881,12,36,0,36,36,0,1.0,1.0,1.0,1.0
medoid,4,14882,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,4,14952,19,137,0,137,6,0,0.043795620437956206,0.043795620437956206,1.0,0.043795620437956206
medoid,4,14955,15,48,0,48,0,0,0.0,0.0,nan,0.0
medoid,4,15046,9,21,0,21,0,0,0.0,0.0,nan,0.0
medoid,4,15052,10,31,0,31,0,0,0.0,0.0,nan,0.0
medoid,4,15055,21,71,0,71,0,0,0.0,0.0,nan,0.0
medoid,4,15123,59,1524,0,1524,0,0,0.0,0.0,nan,0.0
medoid,4,15137,14,24,0,24,0,0,0.0,0.0,nan,0.0
medoid,4,15153,16,41,0,41,0,0,0.0,0.0,nan,0.0
medoid,4,15180,23,161,0,161,0,0,0.0,0.0,nan,0.0
medoid,4,15186,3,2,0,2,0,0,0.0,0.0,nan,0.0
medoid,4,15190,7,6,0,6,0,0,0.0,0.0,nan,0.0
medoid,4,15195,20,53,0,53,0,0,0.0,0.0,nan,0.0
medoid,4,15202,17,66,0,66,0,0,0.0,0.0,nan,0.0
medoid,4,15205,18,17,0,17,0,0,0.0,0.0,nan,0.0
medoid,4,15228,14,33,0,33,0,0,0.0,0.0,nan,0.0
medoid,4,15262,7,10,0,10,0,0,0.0,0.0,nan,0.0
medoid,4,15295,15,38,0,38,0,0,0.0,0.0,nan,0.0
medoid,4,15315,69,1887,0,1887,0,0,0.0,0.0,nan,0.0
medoid,4,15369,5,6,0,6,1,0,0.16666666666666666,0.16666666666666666,1.0,0.16666666666666666
medoid,4,15405,4,4,0,4,0,0,0.0,0.0,nan,0.0
medoid,4,15421,23,102,0,102,0,0,0.0,0.0,nan,0.0
medoid,4,15426,10,28,0,28,0,0,0.0,0.0,nan,0.0
medoid,4,15436,7,6,0,6,0,0,0.0,0.0,nan,0.0
medoid,4,15441,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,4,15458,52,1081,0,1081,14,0,0.012950971322849213,0.012950971322849213,1.0,0.012950971322849213
medoid,4,15466,8,12,0,12,0,0,0.0,0.0,nan,0.0
medoid,4,15498,173,14058,0,14058,123,0,0.008749466495945369,0.008749466495945369,1.0,0.008749466495945369
medoid,4,15506,162,12419,0,12419,22,4,0.0014493920605523794,0.0020935663096867704,0.8461538461538461,0.0014493920605523794
medoid,4,15508,23,130,0,130,0,0,0.0,0.0,nan,0.0
medoid,4,15565,9,18,0,18,0,0,0.0,0.0,nan,0.0
medoid,4,15570,24,216,0,216,0,0,0.0,0.0,nan,0.0
medoid,4,15641,34,289,0,289,0,0,0.0,0.0,nan,0.0
medoid,4,15740,82,2926,0,2926,0,0,0.0,0.0,nan,0.0
medoid,4,15812,12,36,0,36,0,0,0.0,0.0,nan,0.0
medoid,4,15817,29,224,0,224,0,0,0.0,0.0,nan,0.0
medoid,4,15884,33,444,0,444,2,0,0.0045045045045045045,0.0045045045045045045,1.0,0.0045045045045045045
medoid,4,15888,4,4,0,4,0,0,0.0,0.0,nan,0.0
medoid,4,15893,45,599,0,599,0,0,0.0,0.0,nan,0.0
medoid,4,15923,13,22,0,22,0,0,0.0,0.0,nan,0.0
medoid,4,15936,20,108,0,108,0,0,0.0,0.0,nan,0.0
medoid,4,15946,90,3423,0,3423,0,0,0.0,0.0,nan,0.0
